image_number,ground_truth,predicted,status,num_wbcs_detected,has_multiple_gt,nucleus_features,cytoplasm_features
218,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7635.5, 'circularity': 0.14445410997180222, 'solidity': 0.5534575239199768, 'num_lobes': 2}","{'mean_hue': np.float64(117.6234450867052), 'texture_variance': np.float64(62.16739264258746), 'cn_ratio': np.float64(2.8208974693451605)}"
219,EOSINOPHIL,NEUTROPHIL,incorrect,3,False,"{'area': 1471.0, 'circularity': 0.23435001343685025, 'solidity': 0.6018821603927987, 'num_lobes': 1}","{'mean_hue': np.float64(95.89405684754522), 'texture_variance': np.float64(70.95509134993816), 'cn_ratio': np.float64(2.9025)}"
220,EOSINOPHIL,NEUTROPHIL,incorrect,4,False,"{'area': 3045.0, 'circularity': 0.3998806160054898, 'solidity': 0.7330284063553202, 'num_lobes': 1}","{'mean_hue': np.float64(107.06304372387301), 'texture_variance': np.float64(54.09093678480605), 'cn_ratio': np.float64(2.8533204384268216)}"
221,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7252.0, 'circularity': 0.0924235022621764, 'solidity': 0.49819668189468624, 'num_lobes': 3}","{'mean_hue': np.float64(110.09551499488505), 'texture_variance': np.float64(60.52297258184237), 'cn_ratio': np.float64(2.472115000665513)}"
222,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 5844.5, 'circularity': 0.17253796079338435, 'solidity': 0.6121497774286463, 'num_lobes': 4}","{'mean_hue': np.float64(123.42202996412745), 'texture_variance': np.float64(54.224975079418066), 'cn_ratio': np.float64(2.3135882831570385)}"
223,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 906.5, 'circularity': 0.20254221882244397, 'solidity': 0.5660318451451763, 'num_lobes': 3}","{'mean_hue': np.float64(137.8748665955176), 'texture_variance': np.float64(77.43760144150876), 'cn_ratio': np.float64(3.681728880157171)}"
224,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 10128.5, 'circularity': 0.7267412331080296, 'solidity': 0.9529566730959214, 'num_lobes': 1}","{'mean_hue': np.float64(62.07783002794248), 'texture_variance': np.float64(47.51745057171716), 'cn_ratio': np.float64(1.4222157603954637)}"
225,MONOCYTE,EOSINOPHIL,incorrect,4,False,"{'area': 2177.5, 'circularity': 0.11948435216438542, 'solidity': 0.47767906109465835, 'num_lobes': 4}","{'mean_hue': np.float64(128.04102167182663), 'texture_variance': np.float64(84.38293283746609), 'cn_ratio': np.float64(0.5381091211995002)}"
226,EOSINOPHIL,NEUTROPHIL,incorrect,3,False,"{'area': 6849.5, 'circularity': 0.23036366296344193, 'solidity': 0.7098295248458469, 'num_lobes': 4}","{'mean_hue': np.float64(97.8874011432151), 'texture_variance': np.float64(61.92058603429569), 'cn_ratio': np.float64(1.9262443438914028)}"
227,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 2230.5, 'circularity': 0.2831826047805818, 'solidity': 0.7448655869093338, 'num_lobes': 5}","{'mean_hue': np.float64(127.27566363467608), 'texture_variance': np.float64(57.7016428352686), 'cn_ratio': np.float64(2.4092128801431127)}"
228,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 5251.0, 'circularity': 0.42262608942776514, 'solidity': 0.7771200236791476, 'num_lobes': 1}","{'mean_hue': np.float64(104.05472455308282), 'texture_variance': np.float64(53.86460888090459), 'cn_ratio': np.float64(1.5807381776239908)}"
229,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 13835.5, 'circularity': 0.7165702770276545, 'solidity': 0.9546991443555065, 'num_lobes': 1}","{'mean_hue': np.float64(53.64246890352253), 'texture_variance': np.float64(40.68670393929413), 'cn_ratio': np.float64(1.3720063100530617)}"
230,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1954.5, 'circularity': 0.3248834668402129, 'solidity': 0.7537601234091785, 'num_lobes': 4}","{'mean_hue': np.float64(110.66518771331059), 'texture_variance': np.float64(62.244203514310016), 'cn_ratio': np.float64(3.112055231014339)}"
231,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1450.0, 'circularity': 0.37337091267251266, 'solidity': 0.7371631926792069, 'num_lobes': 1}","{'mean_hue': np.float64(138.17590307381647), 'texture_variance': np.float64(62.4074994982343), 'cn_ratio': np.float64(2.868082368082368)}"
232,MONOCYTE,NEUTROPHIL,incorrect,3,False,"{'area': 859.5, 'circularity': 0.16228350994788726, 'solidity': 0.47976555958693834, 'num_lobes': 3}","{'mean_hue': np.float64(82.45914867863627), 'texture_variance': np.float64(51.391554213115995), 'cn_ratio': np.float64(5.0530071355759425)}"
233,LYMPHOCYTE,LYMPHOCYTE,correct,2,False,"{'area': 8896.5, 'circularity': 0.7208818705442566, 'solidity': 0.9207244501940491, 'num_lobes': 1}","{'mean_hue': np.float64(59.01925936942296), 'texture_variance': np.float64(46.7387333392226), 'cn_ratio': np.float64(1.4825267335464667)}"
234,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1324.0, 'circularity': 0.25812684514245804, 'solidity': 0.5662959794696322, 'num_lobes': 3}","{'mean_hue': np.float64(119.31138335885656), 'texture_variance': np.float64(71.00940547748033), 'cn_ratio': np.float64(4.075589459084605)}"
235,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 727.0, 'circularity': 0.2990974627825077, 'solidity': 0.651141961486789, 'num_lobes': 2}","{'mean_hue': np.float64(139.50914520343412), 'texture_variance': np.float64(83.4692210898614), 'cn_ratio': np.float64(3.3074074074074074)}"
236,EOSINOPHIL,,no_wbc_detected,0,,,
237,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 4153.0, 'circularity': 0.24615312175206225, 'solidity': 0.7144331670393944, 'num_lobes': 3}","{'mean_hue': np.float64(129.21980574324326), 'texture_variance': np.float64(63.59485099575134), 'cn_ratio': np.float64(2.3486238532110093)}"
238,,,image_not_found,0,,,
239,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 767.0, 'circularity': 0.388064522925292, 'solidity': 0.7410628019323672, 'num_lobes': 1}","{'mean_hue': np.float64(120.47303689687796), 'texture_variance': np.float64(80.54930033501932), 'cn_ratio': np.float64(2.5136741973840664)}"
240,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 1157.5, 'circularity': 0.282749561085024, 'solidity': 0.6134075251722311, 'num_lobes': 2}","{'mean_hue': np.float64(132.3718954248366), 'texture_variance': np.float64(67.77214917339485), 'cn_ratio': np.float64(2.4228028503562946)}"
241,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 18006.0, 'circularity': 0.6642429736186063, 'solidity': 0.9239057930114424, 'num_lobes': 1}","{'mean_hue': np.float64(71.84494272483549), 'texture_variance': np.float64(50.01863742959519), 'cn_ratio': np.float64(1.262850107725454)}"
242,NEUTROPHIL,NEUTROPHIL,correct,2,True,"{'area': 898.5, 'circularity': 0.36575638430166996, 'solidity': 0.7459526774595268, 'num_lobes': 2}","{'mean_hue': np.float64(118.10231425091352), 'texture_variance': np.float64(61.498468194071286), 'cn_ratio': np.float64(3.4279749478079333)}"
243,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1489.5, 'circularity': 0.2574441304246433, 'solidity': 0.6264984227129338, 'num_lobes': 2}","{'mean_hue': np.float64(137.6037258093688), 'texture_variance': np.float64(75.55905783088632), 'cn_ratio': np.float64(3.421410891089109)}"
244,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1249.5, 'circularity': 0.34716629577005, 'solidity': 0.7073308802717237, 'num_lobes': 3}","{'mean_hue': np.float64(135.95090439276487), 'texture_variance': np.float64(69.47442042226511), 'cn_ratio': np.float64(1.759090909090909)}"
245,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 869.5, 'circularity': 0.2155355203040389, 'solidity': 0.5931105047748977, 'num_lobes': 1}","{'mean_hue': np.float64(139.62426284751476), 'texture_variance': np.float64(82.83843308278765), 'cn_ratio': np.float64(3.6523076923076925)}"
246,NEUTROPHIL,,no_wbc_detected,0,,,
247,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 3194.5, 'circularity': 0.19732823487629858, 'solidity': 0.637624750499002, 'num_lobes': 3}","{'mean_hue': np.float64(124.18923719958202), 'texture_variance': np.float64(66.47237856895624), 'cn_ratio': np.float64(3.0536056158264198)}"
248,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 2259.5, 'circularity': 0.313490178781713, 'solidity': 0.7687989111942838, 'num_lobes': 2}","{'mean_hue': np.float64(108.21876179690449), 'texture_variance': np.float64(65.79975594970132), 'cn_ratio': np.float64(2.4596100278551534)}"
249,NEUTROPHIL,NEUTROPHIL,correct,4,True,"{'area': 3317.0, 'circularity': 0.16753787570955803, 'solidity': 0.47940453822806767, 'num_lobes': 3}","{'mean_hue': np.float64(124.19766015661855), 'texture_variance': np.float64(61.634496401648434), 'cn_ratio': np.float64(2.9856338028169014)}"
250,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1297.0, 'circularity': 0.39264199576537745, 'solidity': 0.7352607709750567, 'num_lobes': 1}","{'mean_hue': np.float64(136.7332944266122), 'texture_variance': np.float64(75.15276692265688), 'cn_ratio': np.float64(2.4619252873563218)}"
251,EOSINOPHIL,,no_wbc_detected,0,,,
252,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 735.0, 'circularity': 0.35582598735415055, 'solidity': 0.7255676209279368, 'num_lobes': 2}","{'mean_hue': np.float64(121.22922303826826), 'texture_variance': np.float64(75.82661486194614), 'cn_ratio': np.float64(3.185960591133005)}"
253,EOSINOPHIL,,no_wbc_detected,0,,,
254,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 8475.0, 'circularity': 0.6771106475801293, 'solidity': 0.9068535658873255, 'num_lobes': 1}","{'mean_hue': np.float64(49.33477899787764), 'texture_variance': np.float64(41.270412935414164), 'cn_ratio': np.float64(1.2522532932747863)}"
255,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 12642.5, 'circularity': 0.039451546491604206, 'solidity': 0.41980740494770047, 'num_lobes': 20}","{'mean_hue': np.float64(90.46029907329402), 'texture_variance': np.float64(57.672476025564706), 'cn_ratio': np.float64(2.2018859174524654)}"
256,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1078.0, 'circularity': 0.27967561597388785, 'solidity': 0.6972833117723156, 'num_lobes': 2}","{'mean_hue': np.float64(138.00057971014493), 'texture_variance': np.float64(85.79978693551776), 'cn_ratio': np.float64(2.918781725888325)}"
257,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5005.5, 'circularity': 0.14603733161106247, 'solidity': 0.5294024325753569, 'num_lobes': 2}","{'mean_hue': np.float64(125.0116108602592), 'texture_variance': np.float64(67.93739818105966), 'cn_ratio': np.float64(3.211487758945386)}"
258,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 12978.5, 'circularity': 0.6925989765740241, 'solidity': 0.9478892784107508, 'num_lobes': 1}","{'mean_hue': np.float64(71.20154821338419), 'texture_variance': np.float64(39.82630228150692), 'cn_ratio': np.float64(1.351042061386889)}"
259,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 7063.5, 'circularity': 0.30665760169706646, 'solidity': 0.7266975308641975, 'num_lobes': 2}","{'mean_hue': np.float64(96.12604387827318), 'texture_variance': np.float64(50.82199074512326), 'cn_ratio': np.float64(1.9321755777382743)}"
260,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 3272.0, 'circularity': 0.29795573568004163, 'solidity': 0.7443976794448868, 'num_lobes': 1}","{'mean_hue': np.float64(119.65623503113524), 'texture_variance': np.float64(68.86810491498456), 'cn_ratio': np.float64(1.942015503875969)}"
261,EOSINOPHIL,EOSINOPHIL,correct,3,False,"{'area': 8066.0, 'circularity': 0.4180673518876135, 'solidity': 0.7851267824986616, 'num_lobes': 1}","{'mean_hue': np.float64(95.62679848886745), 'texture_variance': np.float64(48.65466090211855), 'cn_ratio': np.float64(1.5070866141732284)}"
262,MONOCYTE,NEUTROPHIL,incorrect,1,False,"{'area': 1642.0, 'circularity': 0.14544638050267633, 'solidity': 0.5071814671814672, 'num_lobes': 3}","{'mean_hue': np.float64(111.53918843802113), 'texture_variance': np.float64(66.95685639696688), 'cn_ratio': np.float64(1.9812775330396475)}"
263,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 4062.5, 'circularity': 0.12329801965964318, 'solidity': 0.5636880810323297, 'num_lobes': 6}","{'mean_hue': np.float64(123.32595818815331), 'texture_variance': np.float64(64.57179909158785), 'cn_ratio': np.float64(2.762936221419976)}"
264,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 9317.5, 'circularity': 0.6518907198177998, 'solidity': 0.9278530173272257, 'num_lobes': 1}","{'mean_hue': np.float64(61.811488805360355), 'texture_variance': np.float64(37.0322917859896), 'cn_ratio': np.float64(1.2872620174608183)}"
265,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 9422.0, 'circularity': 0.2540524904046297, 'solidity': 0.7843169899275785, 'num_lobes': 2}","{'mean_hue': np.float64(88.34394686387292), 'texture_variance': np.float64(48.272277934794374), 'cn_ratio': np.float64(1.5514713693827684)}"
266,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 9214.5, 'circularity': 0.1579639234981011, 'solidity': 0.7009356458238247, 'num_lobes': 5}","{'mean_hue': np.float64(105.93988058472308), 'texture_variance': np.float64(63.960786587826284), 'cn_ratio': np.float64(1.631508229761505)}"
267,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 7778.0, 'circularity': 0.11542474194147817, 'solidity': 0.538773248363523, 'num_lobes': 4}","{'mean_hue': np.float64(107.06365954893234), 'texture_variance': np.float64(53.69629580557502), 'cn_ratio': np.float64(2.4521152667075414)}"
268,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 4285.5, 'circularity': 0.443641568783654, 'solidity': 0.8039583528749649, 'num_lobes': 1}","{'mean_hue': np.float64(128.10293547135652), 'texture_variance': np.float64(70.61381111069731), 'cn_ratio': np.float64(1.8522155688622755)}"
269,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 1073.5, 'circularity': 0.21386050096299708, 'solidity': 0.6391783268830009, 'num_lobes': 4}","{'mean_hue': np.float64(98.34855979051498), 'texture_variance': np.float64(57.707482682803956), 'cn_ratio': np.float64(2.8833892617449663)}"
270,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 11228.0, 'circularity': 0.7846584426058927, 'solidity': 0.9696027633851468, 'num_lobes': 1}","{'mean_hue': np.float64(65.44038647342995), 'texture_variance': np.float64(50.35320015869683), 'cn_ratio': np.float64(0.9065428746605938)}"
271,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 5446.0, 'circularity': 0.23051024585187552, 'solidity': 0.6965530472597046, 'num_lobes': 2}","{'mean_hue': np.float64(87.56891025641026), 'texture_variance': np.float64(61.54576351140735), 'cn_ratio': np.float64(1.6364736735928989)}"
272,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 3902.0, 'circularity': 0.40370810870409624, 'solidity': 0.7763629128531635, 'num_lobes': 1}","{'mean_hue': np.float64(122.8682042833608), 'texture_variance': np.float64(61.934403473778474), 'cn_ratio': np.float64(2.2275229357798163)}"
273,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 907.5, 'circularity': 0.3125606620179285, 'solidity': 0.7826649417852523, 'num_lobes': 2}","{'mean_hue': np.float64(138.8650852483321), 'texture_variance': np.float64(74.36285025120878), 'cn_ratio': np.float64(2.7034068136272547)}"
274,EOSINOPHIL,NEUTROPHIL,incorrect,2,False,"{'area': 899.0, 'circularity': 0.22876110196833901, 'solidity': 0.6062036412677007, 'num_lobes': 2}","{'mean_hue': np.float64(118.42045783830774), 'texture_variance': np.float64(71.82513545391578), 'cn_ratio': np.float64(3.4441117764471056)}"
275,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 9441.5, 'circularity': 0.7458699343358143, 'solidity': 0.958381972288484, 'num_lobes': 1}","{'mean_hue': np.float64(64.77586206896552), 'texture_variance': np.float64(44.35524532279379), 'cn_ratio': np.float64(1.3624363371790875)}"
276,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5533.5, 'circularity': 0.20522435748847737, 'solidity': 0.6763429688932348, 'num_lobes': 2}","{'mean_hue': np.float64(123.72387951105937), 'texture_variance': np.float64(69.01964434305803), 'cn_ratio': np.float64(2.3807379178936428)}"
277,EOSINOPHIL,EOSINOPHIL,correct,2,False,"{'area': 1784.5, 'circularity': 0.26704495079796653, 'solidity': 0.5825987593862226, 'num_lobes': 2}","{'mean_hue': np.float64(111.61446090955545), 'texture_variance': np.float64(56.70485677111552), 'cn_ratio': np.float64(2.0396039603960396)}"
278,MONOCYTE,EOSINOPHIL,incorrect,1,False,"{'area': 12276.0, 'circularity': 0.22938317145929565, 'solidity': 0.7036569987389659, 'num_lobes': 2}","{'mean_hue': np.float64(57.486416891978884), 'texture_variance': np.float64(36.772748995881386), 'cn_ratio': np.float64(1.3683932346723044)}"
279,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 1233.0, 'circularity': 0.11963330119220406, 'solidity': 0.45464601769911506, 'num_lobes': 5}","{'mean_hue': np.float64(140.59121951219512), 'texture_variance': np.float64(80.54045657346818), 'cn_ratio': np.float64(2.92022792022792)}"
280,NEUTROPHIL,,image_not_found,0,,,
281,MONOCYTE,NEUTROPHIL,incorrect,1,False,"{'area': 786.5, 'circularity': 0.21350518071001187, 'solidity': 0.4765222659800061, 'num_lobes': 5}","{'mean_hue': np.float64(107.96173254835996), 'texture_variance': np.float64(75.43477390517648), 'cn_ratio': np.float64(5.582159624413146)}"
282,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1330.0, 'circularity': 0.2595871814459834, 'solidity': 0.7641482332663028, 'num_lobes': 2}","{'mean_hue': np.float64(132.55672268907563), 'texture_variance': np.float64(57.16739519796889), 'cn_ratio': np.float64(2.6262068965517242)}"
283,LYMPHOCYTE,MONOCYTE,incorrect,1,False,"{'area': 11459.0, 'circularity': 0.06651555134173717, 'solidity': 0.49604986905045345, 'num_lobes': 9}","{'mean_hue': np.float64(53.266331445956226), 'texture_variance': np.float64(37.17223587607615), 'cn_ratio': np.float64(2.004743752647183)}"
284,EOSINOPHIL,,no_wbc_detected,0,,,
285,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 1084.5, 'circularity': 0.22893972619201283, 'solidity': 0.6038418708240535, 'num_lobes': 5}","{'mean_hue': np.float64(136.11823529411765), 'texture_variance': np.float64(68.50399938485198), 'cn_ratio': np.float64(4.46584938704028)}"
286,,,image_not_found,0,,,
287,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 5566.0, 'circularity': 0.1328624403793348, 'solidity': 0.5554613043261314, 'num_lobes': 3}","{'mean_hue': np.float64(129.980003560197), 'texture_variance': np.float64(57.657205616311984), 'cn_ratio': np.float64(2.9046880386073766)}"
288,NEUTROPHIL,,no_wbc_detected,0,,,
289,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 4045.5, 'circularity': 0.12946530164686487, 'solidity': 0.5085161209226321, 'num_lobes': 2}","{'mean_hue': np.float64(101.87976331360947), 'texture_variance': np.float64(49.30829402331851), 'cn_ratio': np.float64(1.971535230984601)}"
290,EOSINOPHIL,EOSINOPHIL,correct,3,False,"{'area': 806.5, 'circularity': 0.22092310431489479, 'solidity': 0.555249569707401, 'num_lobes': 3}","{'mean_hue': np.float64(136.85208816705335), 'texture_variance': np.float64(71.8496751201813), 'cn_ratio': np.float64(1.8965896589658966)}"
291,MONOCYTE,NEUTROPHIL,incorrect,3,False,"{'area': 1129.5, 'circularity': 0.24959492446883796, 'solidity': 0.7057169634489222, 'num_lobes': 3}","{'mean_hue': np.float64(112.08781362007169), 'texture_variance': np.float64(65.89819061362978), 'cn_ratio': np.float64(2.7)}"
292,EOSINOPHIL,NEUTROPHIL,incorrect,1,False,"{'area': 1745.0, 'circularity': 0.2977112940142947, 'solidity': 0.6496649292628444, 'num_lobes': 1}","{'mean_hue': np.float64(137.64280274181263), 'texture_variance': np.float64(52.412993597912724), 'cn_ratio': np.float64(3.5050720768820076)}"
293,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 1801.5, 'circularity': 0.24179662188994544, 'solidity': 0.6626816258966342, 'num_lobes': 3}","{'mean_hue': np.float64(135.7669498317038), 'texture_variance': np.float64(73.87598527953195), 'cn_ratio': np.float64(3.280231335436383)}"
294,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 5795.0, 'circularity': 0.18453553778523588, 'solidity': 0.6911150864639237, 'num_lobes': 1}","{'mean_hue': np.float64(88.40766550522648), 'texture_variance': np.float64(57.71636707874682), 'cn_ratio': np.float64(2.0016605778811027)}"
295,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1919.0, 'circularity': 0.38156169206523616, 'solidity': 0.826442721791559, 'num_lobes': 2}","{'mean_hue': np.float64(109.68147985989492), 'texture_variance': np.float64(66.58135130052662), 'cn_ratio': np.float64(2.3878724516466283)}"
296,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 4353.0, 'circularity': 0.2131475224890257, 'solidity': 0.6199971514029341, 'num_lobes': 2}","{'mean_hue': np.float64(133.20700409909108), 'texture_variance': np.float64(66.72119297706871), 'cn_ratio': np.float64(2.5539371870732817)}"
297,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 1679.0, 'circularity': 0.7823118828283459, 'solidity': 0.9602516442665141, 'num_lobes': 1}","{'mean_hue': np.float64(86.55444484112817), 'texture_variance': np.float64(62.451709818024135), 'cn_ratio': np.float64(3.1956645750142614)}"
298,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 4272.5, 'circularity': 0.16108587241975963, 'solidity': 0.6022695235410206, 'num_lobes': 6}","{'mean_hue': np.float64(111.15907528360262), 'texture_variance': np.float64(63.35345194605331), 'cn_ratio': np.float64(2.877349159248269)}"
299,EOSINOPHIL,EOSINOPHIL,correct,1,False,"{'area': 4429.0, 'circularity': 0.09310545794795641, 'solidity': 0.5051611063587111, 'num_lobes': 5}","{'mean_hue': np.float64(99.37562919463087), 'texture_variance': np.float64(55.291893479953046), 'cn_ratio': np.float64(1.0033670033670035)}"
300,NEUTROPHIL,EOSINOPHIL,incorrect,1,False,"{'area': 9409.5, 'circularity': 0.2841678165664944, 'solidity': 0.7450118764845606, 'num_lobes': 1}","{'mean_hue': np.float64(100.49475803652017), 'texture_variance': np.float64(55.8811561785097), 'cn_ratio': np.float64(1.5062748379000208)}"
301,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 10046.0, 'circularity': 0.2627894890789488, 'solidity': 0.7845679253387481, 'num_lobes': 1}","{'mean_hue': np.float64(113.84702281830866), 'texture_variance': np.float64(65.6625507021485), 'cn_ratio': np.float64(2.1751346059716106)}"
302,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 4850.5, 'circularity': 0.3222765148895644, 'solidity': 0.8491028446389497, 'num_lobes': 1}","{'mean_hue': np.float64(86.34943566591421), 'texture_variance': np.float64(49.87088638526679), 'cn_ratio': np.float64(1.31506036018207)}"
303,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 10341.0, 'circularity': 0.20055029646897063, 'solidity': 0.7012273682782939, 'num_lobes': 1}","{'mean_hue': np.float64(118.35780680818992), 'texture_variance': np.float64(55.65228416318146), 'cn_ratio': np.float64(1.5762795762795763)}"
304,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 1337.5, 'circularity': 0.25886103911757974, 'solidity': 0.7106801275239107, 'num_lobes': 2}","{'mean_hue': np.float64(109.367941712204), 'texture_variance': np.float64(72.1965021267348), 'cn_ratio': np.float64(3.014413177762526)}"
305,LYMPHOCYTE,LYMPHOCYTE,correct,1,False,"{'area': 10076.5, 'circularity': 0.8096697195278209, 'solidity': 0.9695001683744648, 'num_lobes': 1}","{'mean_hue': np.float64(61.080425010216594), 'texture_variance': np.float64(43.75083576647151), 'cn_ratio': np.float64(1.1964600039115978)}"
306,,,image_not_found,0,,,
307,NEUTROPHIL,NEUTROPHIL,correct,1,False,"{'area': 8612.5, 'circularity': 0.16021838535906366, 'solidity': 0.6856540084388185, 'num_lobes': 4}","{'mean_hue': np.float64(127.1434122584322), 'texture_variance': np.float64(60.70034190475486), 'cn_ratio': np.float64(2.1662177328843994)}"
308,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 1907.0, 'circularity': 0.20668152969152892, 'solidity': 0.5481460189709687, 'num_lobes': 3}","{'mean_hue': np.float64(130.35355685648395), 'texture_variance': np.float64(79.40346752898411), 'cn_ratio': np.float64(2.8185)}"
309,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 1706.0, 'circularity': 0.19310318742001267, 'solidity': 0.525488988141075, 'num_lobes': 4}","{'mean_hue': np.float64(88.49905322953924), 'texture_variance': np.float64(42.461363279524164), 'cn_ratio': np.float64(2.59443231441048)}"
310,NEUTROPHIL,NEUTROPHIL,correct,2,False,"{'area': 2613.5, 'circularity': 0.11945087902040107, 'solidity': 0.5331497348021216, 'num_lobes': 8}","{'mean_hue': np.float64(123.79696132596685), 'texture_variance': np.float64(64.62591379944053), 'cn_ratio': np.float64(2.8544802867383514)}"
311,NEUTROPHIL,EOSINOPHIL,incorrect,2,False,"{'area': 6175.0, 'circularity': 0.2882157142758703, 'solidity': 0.7620164126611958, 'num_lobes': 2}","{'mean_hue': np.float64(112.92180199241824), 'texture_variance': np.float64(65.51109659574477), 'cn_ratio': np.float64(1.8686985172981878)}"
312,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 1349.0, 'circularity': 0.2858145972645197, 'solidity': 0.6782302664655606, 'num_lobes': 1}","{'mean_hue': np.float64(51.68038698328936), 'texture_variance': np.float64(41.72684165539242), 'cn_ratio': np.float64(3.891170431211499)}"
313,NEUTROPHIL,NEUTROPHIL,correct,2,True,"{'area': 911.0, 'circularity': 0.17260043289322707, 'solidity': 0.5180551606482798, 'num_lobes': 3}","{'mean_hue': np.float64(137.1988883098836), 'texture_variance': np.float64(80.56032400640025), 'cn_ratio': np.float64(5.589320388349514)}"
314,NEUTROPHIL,NEUTROPHIL,correct,3,False,"{'area': 4266.5, 'circularity': 0.14450275480295224, 'solidity': 0.6195904734243393, 'num_lobes': 2}","{'mean_hue': np.float64(134.410105155168), 'texture_variance': np.float64(75.04524557551457), 'cn_ratio': np.float64(2.5724653617769957)}"
315,NEUTROPHIL,,no_wbc_detected,0,,,
316,,,image_not_found,0,,,
317,NEUTROPHIL,NEUTROPHIL,correct,4,False,"{'area': 870.0, 'circularity': 0.3267730298207271, 'solidity': 0.6320377769705775, 'num_lobes': 1}","{'mean_hue': np.float64(117.71857472781261), 'texture_variance': np.float64(63.38989770393061), 'cn_ratio': np.float64(3.173821989528796)}"
318,MONOCYTE,NEUTROPHIL,incorrect,2,False,"{'area': 724.0, 'circularity': 0.24658655555226697, 'solidity': 0.5746031746031746, 'num_lobes': 3}","{'mean_hue': np.float64(90.74959481361427), 'texture_variance': np.float64(56.16944685965592), 'cn_ratio': np.float64(4.547911547911548)}"
319,EOSINOPHIL,EOSINOPHIL,correct,3,False,"{'area': 2507.5, 'circularity': 0.46496048544583707, 'solidity': 0.7772783632982021, 'num_lobes': 1}","{'mean_hue': np.float64(124.94446617129448), 'texture_variance': np.float64(61.929331538153406), 'cn_ratio': np.float64(1.1107732406602955)}"
